id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
1408,retrieve,retrieve data,Technicians worked hard to retrieve the lost data.,取り戻す,データを取得する,技術者たちは失われたデータを取り戻すために懸命に働きました。,動詞,re- (再び) + trieve (取る),「取り戻す」→ 取り戻す,retrieval,検索,/rɪˈtriːv/,public\images\retrieve.webp,失われたものや以前の状態を回復すること。,public\audio\ENG\1\retrieve.mp3,public\audio\ENG\2\retrieve.mp3,public\audio\ENG\3\retrieve.mp3,public\audio\JPN\1\retrieve.mp3,public\audio\JPN\2\retrieve.mp3,public\audio\JPN\3\retrieve.mp3,FALSE,1
1409,portray,portray a character,The actor portrayed the character with depth.,描写する,キャラクターを描く,その俳優はキャラクターを深みをもって演じた。,動詞,port- (運ぶ) + ray (描写する),「描写する」→ 描写する,portrayal,描写,/pɔːˈtreɪ/,public\images\portray.webp,芸術作品や言葉で表現すること。,public\audio\ENG\1\portray.mp3,public\audio\ENG\2\portray.mp3,public\audio\ENG\3\portray.mp3,public\audio\JPN\1\portray.mp3,public\audio\JPN\2\portray.mp3,public\audio\JPN\3\portray.mp3,FALSE,1
1410,scratch,scratch the surface,We've only begun to scratch the surface of this issue.,引っ掻く,表面を傷つける,この問題はまだ表面をなぞり始めたばかりです。,動詞,scratch (ひっかく),「ひっかく」→ 引っ掻く,scratching,引っかくこと,/skrætʃ/,public\images\scratch.webp,鋭いもので表面をかくこと。,public\audio\ENG\1\scratch.mp3,public\audio\ENG\2\scratch.mp3,public\audio\ENG\3\scratch.mp3,public\audio\JPN\1\scratch.mp3,public\audio\JPN\2\scratch.mp3,public\audio\JPN\3\scratch.mp3,FALSE,1
1411,designate,designate a successor,The king will designate a successor next month.,指名する,後継者を指名する,国王は来月後継者を指名する予定だ。,動詞,de- (強調) + sign (印を付ける) + -ate (動詞化),「印をつける」→ 指名する,designation,指定,/ˈdezɪɡneɪt/,public\images\designate.webp,特定の役割や名前を割り当てること。,public\audio\ENG\1\designate.mp3,public\audio\ENG\2\designate.mp3,public\audio\ENG\3\designate.mp3,public\audio\JPN\1\designate.mp3,public\audio\JPN\2\designate.mp3,public\audio\JPN\3\designate.mp3,FALSE,1
1412,contradict,contradict a statement,His actions contradict his earlier statement.,矛盾する,発言に矛盾する,彼の行動は彼の以前の発言と矛盾している。,動詞,contra- (逆に) + dict (言う),「逆に言う」→ 矛盾する,contradiction,矛盾,/ˌkɒntrəˈdɪkt/,public\images\contradict.webp,相反する声明や考えを示すこと。,public\audio\ENG\1\contradict.mp3,public\audio\ENG\2\contradict.mp3,public\audio\ENG\3\contradict.mp3,public\audio\JPN\1\contradict.mp3,public\audio\JPN\2\contradict.mp3,public\audio\JPN\3\contradict.mp3,FALSE,1
1413,sigh,let out a sigh,"After the long journey, she let out a sigh of relief.",ため息,ため息をつきます,長い旅を終えて、彼女は安堵のため息をついた。,名詞,sigh (ため息),「ため息」→ ため息,sighing,ため息をつくこと,/saɪ/,public\images\sigh.webp,満足、疲れ、または悲しみの感情を示す深い息。,public\audio\ENG\1\sigh.mp3,public\audio\ENG\2\sigh.mp3,public\audio\ENG\3\sigh.mp3,public\audio\JPN\1\sigh.mp3,public\audio\JPN\2\sigh.mp3,public\audio\JPN\3\sigh.mp3,FALSE,1
1414,disrupt,disrupt the meeting,A power outage disrupted the meeting for hours.,混乱させる,会議を中断する,停電により会議は数時間中断された。,動詞,dis- (離れて) + rupt (破る),「分裂させる」→ 混乱させる,disruption,破壊、混乱,/dɪsˈrʌpt/,public\images\disrupt.webp,通常の進行や秩序を乱すこと。,public\audio\ENG\1\disrupt.mp3,public\audio\ENG\2\disrupt.mp3,public\audio\ENG\3\disrupt.mp3,public\audio\JPN\1\disrupt.mp3,public\audio\JPN\2\disrupt.mp3,public\audio\JPN\3\disrupt.mp3,FALSE,1
1415,depart,depart from the norm,It's time to depart from the norm and try something new.,出発する,規範から逸脱する,常識から離れて何か新しいことに挑戦する時が来ました。,動詞,de- (離れて) + part (別れる),「離れて別れる」→ 出発する,departure,出発,/dɪˈpɑːrt/,public\images\depart.webp,ある場所から去ること。,public\audio\ENG\1\depart.mp3,public\audio\ENG\2\depart.mp3,public\audio\ENG\3\depart.mp3,public\audio\JPN\1\depart.mp3,public\audio\JPN\2\depart.mp3,public\audio\JPN\3\depart.mp3,FALSE,1
1416,navigate,navigate through the city,She learned to navigate through the city without a map.,航行する,街中を移動する,彼女は地図なしで街をナビゲートすることを学びました。,動詞,nav- (船) + -gate (導く),「船を導く」→ 航行する,navigation,航行、ナビ,/ˈnævɪɡeɪt/,public\images\navigate.webp,路程を進むか管理すること。,public\audio\ENG\1\navigate.mp3,public\audio\ENG\2\navigate.mp3,public\audio\ENG\3\navigate.mp3,public\audio\JPN\1\navigate.mp3,public\audio\JPN\2\navigate.mp3,public\audio\JPN\3\navigate.mp3,FALSE,1
1417,beg,beg for forgiveness,The child began to beg for forgiveness.,乞う,許しを乞う,子供は許しを乞い始めた。,動詞,beg (乞う),「乞う」→ 乞う,begging,物乞い,/beɡ/,public\images\beg.webp,強く要求するまたは物乞いすること。,public\audio\ENG\1\beg.mp3,public\audio\ENG\2\beg.mp3,public\audio\ENG\3\beg.mp3,public\audio\JPN\1\beg.mp3,public\audio\JPN\2\beg.mp3,public\audio\JPN\3\beg.mp3,FALSE,1
1418,inhabit,inhabit an island,Rare species inhabit the remote island.,居住する,島に住んでいる,離島には希少種が生息している。,動詞,in- (中に) + habit (住む),「中に住む」→ 居住する,inhabitation,居住,/ɪnˈhæbɪt/,public\images\inhabit.webp,ある場所に住むこと。,public\audio\ENG\1\inhabit.mp3,public\audio\ENG\2\inhabit.mp3,public\audio\ENG\3\inhabit.mp3,public\audio\JPN\1\inhabit.mp3,public\audio\JPN\2\inhabit.mp3,public\audio\JPN\3\inhabit.mp3,FALSE,1
1419,diagnose,diagnose the illness,The doctor was able to diagnose the illness quickly.,診断する,病気を診断する,医者はその病気をすぐに診断することができた。,動詞,dia- (通して) + gnose (知る),「知識を通す」→ 診断する,diagnosis,診断,/ˈdaɪəɡnoʊz/,public\images\diagnose.webp,病気や問題の性質を特定すること。,public\audio\ENG\1\diagnose.mp3,public\audio\ENG\2\diagnose.mp3,public\audio\ENG\3\diagnose.mp3,public\audio\JPN\1\diagnose.mp3,public\audio\JPN\2\diagnose.mp3,public\audio\JPN\3\diagnose.mp3,FALSE,1
1420,comprehend,comprehend the theory,It took time to comprehend the complex theory.,理解する,理論を理解する,複雑な理論を理解するのに時間がかかりました。,動詞,com- (共に) + prehend (理解する),「共に理解する」→ 理解する,comprehension,理解,/ˌkɒmprɪˈhɛnd/,public\images\comprehend.webp,完全に理解または把握すること。,public\audio\ENG\1\comprehend.mp3,public\audio\ENG\2\comprehend.mp3,public\audio\ENG\3\comprehend.mp3,public\audio\JPN\1\comprehend.mp3,public\audio\JPN\2\comprehend.mp3,public\audio\JPN\3\comprehend.mp3,FALSE,1
1421,oblige,oblige someone's request,I am obliged to fulfill someone's request.,義務付ける,（人）の要求に従う,私には誰かの要求に応える義務があります。,動詞,ob- (～に向かって) + lig (縛る) + -e (動詞化),「縛る」→ 義務付ける,obligation,義務,/əˈblaɪdʒ/,public\images\oblige.webp,法的または道徳的な理由で何かをさせること。,public\audio\ENG\1\oblige.mp3,public\audio\ENG\2\oblige.mp3,public\audio\ENG\3\oblige.mp3,public\audio\JPN\1\oblige.mp3,public\audio\JPN\2\oblige.mp3,public\audio\JPN\3\oblige.mp3,FALSE,1
1422,cram,cram for a test,Students cram for the test the night before.,詰め込む,テストのために詰め込む,学生は前夜にテストの準備をします。,動詞,cram (詰め込む),「詰め込む」→ 詰め込む,cramming,詰め込み勉強,/kræm/,public\images\cram.webp,短時間で大量の情報を記憶すること。,public\audio\ENG\1\cram.mp3,public\audio\ENG\2\cram.mp3,public\audio\ENG\3\cram.mp3,public\audio\JPN\1\cram.mp3,public\audio\JPN\2\cram.mp3,public\audio\JPN\3\cram.mp3,FALSE,1
1423,flock,flock to the beach,Tourists flock to the beach during summer.,群れる,ビーチに群がる,夏には観光客がビーチに集まります。,動詞,flock (群れ),「群れる」→ 群れる,flocking,群れ集まること,/flɒk/,public\images\flock.webp,群を成して移動すること、特に鳥や家畜。,public\audio\ENG\1\flock.mp3,public\audio\ENG\2\flock.mp3,public\audio\ENG\3\flock.mp3,public\audio\JPN\1\flock.mp3,public\audio\JPN\2\flock.mp3,public\audio\JPN\3\flock.mp3,FALSE,1
1424,underestimate,underestimate the difficulty,Never underestimate the difficulty of climbing a mountain.,過小評価する,困難を過小評価する,決して山登りの難しさを過小評価してはいけません。,動詞,under- (下に) + estimate (評価する),「下に評価する」→ 過小評価する,estimation,見積もり,/ˌʌndərˈɛs.tɪˌmeɪt/,public\images\underestimate.webp,実際よりも少なく評価すること。,public\audio\ENG\1\underestimate.mp3,public\audio\ENG\2\underestimate.mp3,public\audio\ENG\3\underestimate.mp3,public\audio\JPN\1\underestimate.mp3,public\audio\JPN\2\underestimate.mp3,public\audio\JPN\3\underestimate.mp3,FALSE,1
1425,clarify,clarify the instructions,Please clarify the instructions before we proceed.,明らかにする,指示を明確にする,続行する前に指示を明確にしてください。,動詞,clar- (明確な) + -ify (動詞化),「明確にする」→ 明らかにする,clarification,明確化,/ˈklærɪˌfaɪ/,public\images\clarify.webp,理解しやすくするために詳細を説明すること。,public\audio\ENG\1\clarify.mp3,public\audio\ENG\2\clarify.mp3,public\audio\ENG\3\clarify.mp3,public\audio\JPN\1\clarify.mp3,public\audio\JPN\2\clarify.mp3,public\audio\JPN\3\clarify.mp3,FALSE,1
1426,spark,spark a conversation,A simple hello can spark a lifelong friendship.,火花,会話のきっかけを作る,シンプルな挨拶から、生涯にわたる友情が生まれる可能性があります。,名詞,spark (火花),「火花」→ 火花,sparkling,輝く、発泡する,/spɑːrk/,public\images\spark.webp,火を起こす小さな輝き。または、何かを刺激または引き起こすこと。,public\audio\ENG\1\spark.mp3,public\audio\ENG\2\spark.mp3,public\audio\ENG\3\spark.mp3,public\audio\JPN\1\spark.mp3,public\audio\JPN\2\spark.mp3,public\audio\JPN\3\spark.mp3,FALSE,1
1427,seize,seize the opportunity,Seize the opportunity when it comes.,掴む,チャンスをつかむ,チャンスが来たときはそれをつかみましょう。,動詞,seize (掴む),「掴む」→ 掴む,seizure,押収,/siːz/,public\images\seize.webp,力強くまたは急に物をつかむこと。,public\audio\ENG\1\seize.mp3,public\audio\ENG\2\seize.mp3,public\audio\ENG\3\seize.mp3,public\audio\JPN\1\seize.mp3,public\audio\JPN\2\seize.mp3,public\audio\JPN\3\seize.mp3,FALSE,1
1428,soar,soar in the sky,"Eagles soar in the sky, looking for their prey.",高く舞い上がる,空に舞い上がる,ワシは獲物を求めて空を飛びます。,動詞,soar (上昇する),「高く上がる」→ 高く舞い上がる,soaring,急上昇する,/sɔːr/,public\images\soar.webp,急速に上昇すること。,public\audio\ENG\1\soar.mp3,public\audio\ENG\2\soar.mp3,public\audio\ENG\3\soar.mp3,public\audio\JPN\1\soar.mp3,public\audio\JPN\2\soar.mp3,public\audio\JPN\3\soar.mp3,FALSE,1
1429,glow,glow in the dark,"Fireflies glow in the dark, creating a magical scene.",輝く,暗闇で光る,暗闇でホタルが光り、幻想的な光景を作り出します。,動詞,glow (輝く),「輝く」→ 輝く,glowing,輝いている,/ɡloʊ/,public\images\glow.webp,強くまたは温かく光ること。,public\audio\ENG\1\glow.mp3,public\audio\ENG\2\glow.mp3,public\audio\ENG\3\glow.mp3,public\audio\JPN\1\glow.mp3,public\audio\JPN\2\glow.mp3,public\audio\JPN\3\glow.mp3,FALSE,1
1430,disguise,disguise the truth,The spy had to disguise the truth to remain undercover.,変装,真実を隠す,スパイは秘密を保つために真実を隠蔽しなければならなかった。,動詞,dis- (逆に) + guise (形),「形を逆にする」→ 変装,guised,仮装した,/dɪsˈɡaɪz/,public\images\disguise.webp,本当の姿を隠すために外見を変えること。,public\audio\ENG\1\disguise.mp3,public\audio\ENG\2\disguise.mp3,public\audio\ENG\3\disguise.mp3,public\audio\JPN\1\disguise.mp3,public\audio\JPN\2\disguise.mp3,public\audio\JPN\3\disguise.mp3,FALSE,1
1431,distort,distort the facts,The report was criticized for distorting the facts.,歪める,事実を歪曲する,この報告書は事実を歪曲しているとして批判された。,動詞,dis- (離れて) + tort (ひねる),「ひねって歪める」→ 歪める,distortion,歪み,/dɪˈstɔːrt/,public\images\distort.webp,事実や形状を正しく表現しないように変更すること。,public\audio\ENG\1\distort.mp3,public\audio\ENG\2\distort.mp3,public\audio\ENG\3\distort.mp3,public\audio\JPN\1\distort.mp3,public\audio\JPN\2\distort.mp3,public\audio\JPN\3\distort.mp3,FALSE,1
1432,undermine,undermine authority,Their efforts aimed to undermine the authority of the officials.,損なう,権威を損なう,彼らの取り組みは役人の権威を損なうことを目的としていた。,動詞,under- (下に) + mine (掘る),「下から掘る」→ 損なう,undermining,弱体化,/ˌʌndərˈmaɪn/,public\images\undermine.webp,徐々に効力を弱めること。,public\audio\ENG\1\undermine.mp3,public\audio\ENG\2\undermine.mp3,public\audio\ENG\3\undermine.mp3,public\audio\JPN\1\undermine.mp3,public\audio\JPN\2\undermine.mp3,public\audio\JPN\3\undermine.mp3,FALSE,1
1433,abolish,abolish the system,The campaign seeks to abolish the outdated system.,廃止する,制度を廃止する,このキャンペーンは時代遅れの制度の廃止を求めています。,動詞,ab- (離れて) + ol- (成長する) + -ish (動詞化),「成長を止める」→ 廃止する,abolition,廃止,/əˈbɒlɪʃ/,public\images\abolish.webp,公式に終わらせること。,public\audio\ENG\1\abolish.mp3,public\audio\ENG\2\abolish.mp3,public\audio\ENG\3\abolish.mp3,public\audio\JPN\1\abolish.mp3,public\audio\JPN\2\abolish.mp3,public\audio\JPN\3\abolish.mp3,FALSE,1
1434,strip,strip away rights,The new policy may strip away fundamental rights.,剥奪する,権利を剥奪する,新しい政策は基本的権利を剥奪する可能性がある。,動詞,strip (剥奪する),「剥奪する」→ 剥奪する,stripping,剥ぎ取ること,/strɪp/,public\images\strip.webp,重要なものを取り除くこと。,public\audio\ENG\1\strip.mp3,public\audio\ENG\2\strip.mp3,public\audio\ENG\3\strip.mp3,public\audio\JPN\1\strip.mp3,public\audio\JPN\2\strip.mp3,public\audio\JPN\3\strip.mp3,FALSE,1
1435,dispose,dispose of waste,Dispose of waste properly to protect the environment.,処分する,廃棄物を処分する,環境を保護するために廃棄物は適切に処理してください。,動詞,dis- (離れて) + pose (置く),「離して置く」→ 処分する,disposal,処分,/dɪˈspoʊz/,public\images\dispose.webp,何かを所定の位置に置くか、不要なものを捨てること。,public\audio\ENG\1\dispose.mp3,public\audio\ENG\2\dispose.mp3,public\audio\ENG\3\dispose.mp3,public\audio\JPN\1\dispose.mp3,public\audio\JPN\2\dispose.mp3,public\audio\JPN\3\dispose.mp3,FALSE,1
1436,dump,dump the garbage,The city plans to dump the garbage in a new location.,捨てる,ゴミを捨てる,市はゴミを新たな場所に捨てる計画だ。,動詞,dump (捨てる),「捨てる」→ 捨てる,dumping,投げ捨て,/dʌmp/,public\images\dump.webp,不要なものを適当な場所に置くこと。,public\audio\ENG\1\dump.mp3,public\audio\ENG\2\dump.mp3,public\audio\ENG\3\dump.mp3,public\audio\JPN\1\dump.mp3,public\audio\JPN\2\dump.mp3,public\audio\JPN\3\dump.mp3,FALSE,1
